,name,dob,nat,score,events,environment,race,date,performance,place
620,Hugo AYMARD-CHAZAL,10 NOV 2000,FRA,965,1500m [1500m ind.],Outdoor,800 Metres,30 JUN 2022,1:51.92,"Stade Pierre Duboeuf, Bron (FRA)"
621,Hugo AYMARD-CHAZAL,10 NOV 2000,FRA,965,1500m [1500m ind.],Outdoor,1000 Metres,15 APR 2022,2:26.05,Caluire (FRA)
622,Hugo AYMARD-CHAZAL,10 NOV 2000,FRA,965,1500m [1500m ind.],Outdoor,1500 Metres,27 SEP 2020,3:54.58,"Parc Départemental de Parilly, Vénissieux (FRA)"
623,Hugo AYMARD-CHAZAL,10 NOV 2000,FRA,965,1500m [1500m ind.],Outdoor,1500 Metres,09 JUN 2021,3:51.66,"Stade Delort, Marseille (FRA)"
624,Hugo AYMARD-CHAZAL,10 NOV 2000,FRA,965,1500m [1500m ind.],Outdoor,1500 Metres,04 JUN 2022,3:49.21,"Stade des Maradas, Cergy-Pontoise (FRA)"
625,Hugo AYMARD-CHAZAL,10 NOV 2000,FRA,965,1500m [1500m ind.],Outdoor,2000 Metres Steeplechase,03 OCT 2021,6:01.89,"Stade Fernand Bonnieu, Montélimar (FRA)"
626,Hugo AYMARD-CHAZAL,10 NOV 2000,FRA,965,1500m [1500m ind.],Outdoor,3000 Metres Steeplechase,26 MAY 2018,9:45.69,Tassin (FRA)
627,Hugo AYMARD-CHAZAL,10 NOV 2000,FRA,965,1500m [1500m ind.],Outdoor,3000 Metres Steeplechase,15 JUN 2019,9:32.93,Bron (FRA)
628,Hugo AYMARD-CHAZAL,10 NOV 2000,FRA,965,1500m [1500m ind.],Indoor,1500 Metres,13 FEB 2022,3:54.95,"Halle Stéphane Diagana, Lyon (FRA)"
629,Aniol BORRAS,04 MAY 2002,ESP,965,1500m [1500m ind.],Outdoor,600 Metres,01 JUL 2017,1:24.86,Murcia (ESP)
630,Aniol BORRAS,04 MAY 2002,ESP,965,1500m [1500m ind.],Outdoor,800 Metres,12 MAY 2018,1:56.48,Barcelona (ESP)
631,Aniol BORRAS,04 MAY 2002,ESP,965,1500m [1500m ind.],Outdoor,800 Metres,12 JUN 2019,1:55.84,Barcelona (ESP)
632,Aniol BORRAS,04 MAY 2002,ESP,965,1500m [1500m ind.],Outdoor,800 Metres,26 SEP 2020,1:57.13,Igualada (ESP)
633,Aniol BORRAS,04 MAY 2002,ESP,965,1500m [1500m ind.],Outdoor,800 Metres,18 MAY 2022,1:53.83,"Estadi Municipal, Mataró (ESP)"
634,Aniol BORRAS,04 MAY 2002,ESP,965,1500m [1500m ind.],Outdoor,1500 Metres,27 JUN 2018,3:57.88,Barcelona (ESP)
635,Aniol BORRAS,04 MAY 2002,ESP,965,1500m [1500m ind.],Outdoor,1500 Metres,11 MAY 2019,4:37.69,Sabadell (ESP)
636,Aniol BORRAS,04 MAY 2002,ESP,965,1500m [1500m ind.],Outdoor,1500 Metres,29 JUL 2020,3:58.47,Gavá (ESP)
637,Aniol BORRAS,04 MAY 2002,ESP,965,1500m [1500m ind.],Outdoor,1500 Metres,16 JUN 2021,3:51.07,"Estadi Municipal La Bòbila, Gavá (ESP)"
638,Aniol BORRAS,04 MAY 2002,ESP,965,1500m [1500m ind.],Outdoor,1500 Metres,08 JUN 2022,3:51.34,El Prat de Llobregat (ESP)
639,Aniol BORRAS,04 MAY 2002,ESP,965,1500m [1500m ind.],Outdoor,3000 Metres,29 MAY 2021,8:19.77,Granollers (ESP)
640,Aniol BORRAS,04 MAY 2002,ESP,965,1500m [1500m ind.],Outdoor,5000 Metres,10 APR 2022,14:55.42,Santa Coloma de Gramenet (ESP)
641,Aniol BORRAS,04 MAY 2002,ESP,965,1500m [1500m ind.],Outdoor,5 Kilometres,31 DEC 2020,14:41,Barcelona (ESP)
642,Aniol BORRAS,04 MAY 2002,ESP,965,1500m [1500m ind.],Outdoor,5 Kilometres,31 DEC 2021,15:04,Barcelona (ESP)
643,Aniol BORRAS,04 MAY 2002,ESP,965,1500m [1500m ind.],Indoor,800 Metres,14 JAN 2018,1:58.22,Sabadell (ESP)
644,Aniol BORRAS,04 MAY 2002,ESP,965,1500m [1500m ind.],Indoor,1500 Metres,07 MAR 2021,3:55.55,Antequera (ESP)
645,Aniol BORRAS,04 MAY 2002,ESP,965,1500m [1500m ind.],Indoor,1500 Metres,06 FEB 2022,3:53.86,"Pista Coberta de Catalunya, Sabadell (ESP)"
646,Aniol BORRAS,04 MAY 2002,ESP,965,1500m [1500m ind.],Indoor,3000 Metres,15 DEC 2018,8:55.90,Sabadell (ESP)
647,Aniol BORRAS,04 MAY 2002,ESP,965,1500m [1500m ind.],Indoor,3000 Metres,16 JAN 2021,8:33.27,"Palau Sant Jordi, Barcelona (ESP)"
648,Aniol BORRAS,04 MAY 2002,ESP,965,1500m [1500m ind.],Indoor,3000 Metres,08 FEB 2022,8:23.56,"Pista Coberta de Catalunya, Sabadell (ESP)"
649,Andre Carlos SOUSA SALES,21 APR 1998,BRA,964,1500m,Outdoor,800 Metres,18 DEC 2020,1:54.43,"CNDA, Bragança Paulista (BRA)"
650,Andre Carlos SOUSA SALES,21 APR 1998,BRA,964,1500m,Outdoor,800 Metres,25 SEP 2021,1:52.89,São Luís (BRA)
651,Andre Carlos SOUSA SALES,21 APR 1998,BRA,964,1500m,Outdoor,800 Metres,15 MAY 2022,1:50.37,Recifé (BRA)
652,Andre Carlos SOUSA SALES,21 APR 1998,BRA,964,1500m,Outdoor,1500 Metres,13 SEP 2019,3:57.68,Fortaleza (BRA)
653,Andre Carlos SOUSA SALES,21 APR 1998,BRA,964,1500m,Outdoor,1500 Metres,17 DEC 2020,3:56.04,"CNDA, Bragança Paulista (BRA)"
654,Andre Carlos SOUSA SALES,21 APR 1998,BRA,964,1500m,Outdoor,1500 Metres,24 SEP 2021,3:52.8h,São Luís (BRA)
655,Andre Carlos SOUSA SALES,21 APR 1998,BRA,964,1500m,Outdoor,1500 Metres,25 JUN 2022,3:46.37,Rio de Janeiro (BRA)
656,Batuhan ESER,21 JAN 2005,TUR,964,1500m [1500m ind.],Outdoor,400 Metres,28 JUL 2021,51.77,Ankara (TUR)
657,Batuhan ESER,21 JAN 2005,TUR,964,1500m [1500m ind.],Outdoor,400 Metres,28 MAY 2022,50.90,"Atıcılar Atletizm Sahası, Bursa (TUR)"
658,Batuhan ESER,21 JAN 2005,TUR,964,1500m [1500m ind.],Outdoor,800 Metres,24 JUN 2021,1:56.56,Izmir (TUR)
659,Batuhan ESER,21 JAN 2005,TUR,964,1500m [1500m ind.],Outdoor,800 Metres,27 MAY 2022,1:54.05,"Atıcılar Atletizm Sahası, Bursa (TUR)"
660,Batuhan ESER,21 JAN 2005,TUR,964,1500m [1500m ind.],Outdoor,1500 Metres,04 JUN 2021,3:58.15,"Atıcılar Atletizm Sahası, Bursa (TUR)"
661,Batuhan ESER,21 JAN 2005,TUR,964,1500m [1500m ind.],Outdoor,1500 Metres,26 APR 2022,3:49.07,"Nevin Yanıt Atletizm Pisti, Mersin (TUR)"
662,Batuhan ESER,21 JAN 2005,TUR,964,1500m [1500m ind.],Outdoor,3000 Metres,04 JUL 2021,9:00.11,"Halil Akkaş Stadium, Kütahya (TUR)"
663,Batuhan ESER,21 JAN 2005,TUR,964,1500m [1500m ind.],Outdoor,3000 Metres,19 JUN 2022,8:51.53,"Denizli Geleneksel Spor Kompleksi, Denizli (TUR)"
664,Batuhan ESER,21 JAN 2005,TUR,964,1500m [1500m ind.],Indoor,800 Metres,17 JAN 2021,1:57.67,"Ataköy Arena, Istanbul (TUR)"
665,Batuhan ESER,21 JAN 2005,TUR,964,1500m [1500m ind.],Indoor,800 Metres,03 FEB 2022,1:53.58,"Ataköy Arena, Istanbul (TUR)"
666,Batuhan ESER,21 JAN 2005,TUR,964,1500m [1500m ind.],Indoor,1500 Metres,07 FEB 2021,4:01.33,"Ataköy Arena, Istanbul (TUR)"
667,Batuhan ESER,21 JAN 2005,TUR,964,1500m [1500m ind.],Indoor,1500 Metres,25 DEC 2021,3:50.92,"Ataköy Arena, Istanbul (TUR)"
668,Landon RAST,,USA,964,1500m [Mile ind.],Outdoor,800 Metres,19 MAR 2022,1:53.72,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)"
669,Landon RAST,,USA,964,1500m [Mile ind.],Outdoor,1500 Metres,15 MAR 2019,3:55.24,"Tucson, AZ (USA)"
670,Landon RAST,,USA,964,1500m [Mile ind.],Outdoor,1500 Metres,27 MAR 2021,3:52.75,"Aztrack Sports Deck, San Diego, CA (USA)"
671,Landon RAST,,USA,964,1500m [Mile ind.],Outdoor,1500 Metres,15 APR 2022,3:49.28,"Cougar Athletic Stadium, Azusa, CA (USA)"
672,Landon RAST,,USA,964,1500m [Mile ind.],Outdoor,5000 Metres,23 JAN 2021,14:47.74,"GCU Track & Field, Phoenix, AZ (USA)"
673,Landon RAST,,USA,964,1500m [Mile ind.],Outdoor,3000 Metres Steeplechase,14 MAY 2021,9:10.72,"UT Rio Grande Valley, Edinburg, TX (USA)"
674,Landon RAST,,USA,964,1500m [Mile ind.],Outdoor,3000 Metres Steeplechase,13 APR 2022,8:58.83,"Cougar Athletic Stadium, Azusa, CA (USA)"
675,Landon RAST,,USA,964,1500m [Mile ind.],Indoor,One Mile,31 JAN 2020,4:16.52,"Houston-Yeoman FH, Houston, TX (USA)"
676,Landon RAST,,USA,964,1500m [Mile ind.],Indoor,One Mile,19 FEB 2022,4:10.33,"Convention Center, Albuquerque, NM (USA)"
677,Landon RAST,,USA,964,1500m [Mile ind.],Indoor,3000 Metres,01 FEB 2020,8:38.67,"Houston-Yeoman FH, Houston, TX (USA)"
678,Landon RAST,,USA,964,1500m [Mile ind.],Indoor,3000 Metres,04 FEB 2022,8:22.48,"The Podium, Spokane, WA (USA)"
679,Landon RAST,,USA,964,1500m [Mile ind.],Indoor,Distance Medley Relay,18 FEB 2022,10:14.38,"Convention Center, Albuquerque, NM (USA)"
680,Arnaud COLLARD,18 FEB 2000,BEL,964,1500m,Outdoor,800 Metres,26 MAY 2018,1:58.17,Oordegem (BEL)
681,Arnaud COLLARD,18 FEB 2000,BEL,964,1500m,Outdoor,800 Metres,24 AUG 2021,1:54.89,"Bungertstadion, Rehlingen (GER)"
682,Arnaud COLLARD,18 FEB 2000,BEL,964,1500m,Outdoor,1500 Metres,16 AUG 2020,4:01.78,"Boudewijnstadion, Bruxelles (BEL)"
683,Arnaud COLLARD,18 FEB 2000,BEL,964,1500m,Outdoor,1500 Metres,14 AUG 2021,3:53.33,"Provincial domain Huizingen, Huizingen (BEL)"
684,Arnaud COLLARD,18 FEB 2000,BEL,964,1500m,Outdoor,1500 Metres,30 JUL 2022,3:48.47,"Netestadion, Lier (BEL)"
685,Arnaud COLLARD,18 FEB 2000,BEL,964,1500m,Outdoor,3000 Metres,06 AUG 2022,8:16.48,"Atletiek Arena Gaston Roelants Kessel-lo, Leuven (BEL)"
686,Arnaud COLLARD,18 FEB 2000,BEL,964,1500m,Outdoor,5000 Metres,21 AUG 2021,14:37.53,"Sportcentrum De Rode Loop in Merksem, Antwerpen (BEL)"
687,Arnaud COLLARD,18 FEB 2000,BEL,964,1500m,Outdoor,5000 Metres,21 MAY 2022,14:20.17,Karlsruhe (GER)
688,Arnaud COLLARD,18 FEB 2000,BEL,964,1500m,Outdoor,"10,000 Metres",27 SEP 2020,30:58.71,"Stade Gaston Reiff, Braine-l'Alleud (BEL)"
689,Arnaud COLLARD,18 FEB 2000,BEL,964,1500m,Outdoor,10 Kilometres,11 OCT 2020,31:19,Lokeren (BEL)
690,Yonas MOGOS,,USA,964,"1500m [Mile,Mile ind.]",Outdoor,800 Metres,11 MAY 2019,1:58.27,"Everly-Mongomery Field, Longmont HS, Longmont, CO (USA)"
691,Yonas MOGOS,,USA,964,"1500m [Mile,Mile ind.]",Outdoor,800 Metres,17 APR 2021,1:54.34,"Emporia St. Francis G. Welch Stadium, Emporia, KS (USA)"
692,Yonas MOGOS,,USA,964,"1500m [Mile,Mile ind.]",Outdoor,800 Metres,02 APR 2022,1:53.81,"USD Lillibridge Track Complex, Vermillion, SD (USA)"
693,Yonas MOGOS,,USA,964,"1500m [Mile,Mile ind.]",Outdoor,1000 Metres,04 FEB 2022,2:25.60,"Hughes Fieldhouse, Maryville, MO (USA)"
694,Yonas MOGOS,,USA,964,"1500m [Mile,Mile ind.]",Outdoor,1500 Metres,03 APR 2021,3:52.33,"USD Lillibridge Track Complex, Vermillion, SD (USA)"
695,Yonas MOGOS,,USA,964,"1500m [Mile,Mile ind.]",Outdoor,1500 Metres,28 APR 2022,3:49.55,"Drake Stadium, Des Moines, IA (USA)"
696,Yonas MOGOS,,USA,964,"1500m [Mile,Mile ind.]",Outdoor,One Mile,05 FEB 2022,4:10.03,"Hughes Fieldhouse, Maryville, MO (USA)"
697,Yonas MOGOS,,USA,964,"1500m [Mile,Mile ind.]",Outdoor,3000 Metres,22 JAN 2022,8:31.73,"Hughes Fieldhouse, Maryville, MO (USA)"
698,Yonas MOGOS,,USA,964,"1500m [Mile,Mile ind.]",Outdoor,5000 Metres,10 APR 2021,15:00.25,"Cessna Stadium, Wichita, KS (USA)"
699,Yonas MOGOS,,USA,964,"1500m [Mile,Mile ind.]",Indoor,800 Metres,29 JAN 2022,1:55.34,"Washburn Indoor Athletic Facility, Topeka, KS (USA)"
700,Yonas MOGOS,,USA,964,"1500m [Mile,Mile ind.]",Indoor,1000 Metres,08 JAN 2022,2:34.70,"Doane Univ. -Fuhrer FH, Crete, NE (USA)"
701,Yonas MOGOS,,USA,964,"1500m [Mile,Mile ind.]",Indoor,One Mile,20 FEB 2021,4:19.54,"Central Missouri-Multipurpose Bldg, Warrensburg, MO (USA)"
702,Yonas MOGOS,,USA,964,"1500m [Mile,Mile ind.]",Indoor,One Mile,14 JAN 2022,4:11.46,"Bob Devaney Sports Center, Lincoln, NE (USA)"
703,Yonas MOGOS,,USA,964,"1500m [Mile,Mile ind.]",Indoor,5000 Metres,06 DEC 2019,15:49.82,"Steinhauer Fieldhouse, Golden, CO (USA)"
704,Yonas MOGOS,,USA,964,"1500m [Mile,Mile ind.]",Indoor,5000 Metres,05 MAR 2021,15:04.02,"Robert W. Plaster Center, Pittsburg, KS (USA)"
705,Yonas MOGOS,,USA,964,"1500m [Mile,Mile ind.]",Indoor,Distance Medley Relay,28 JAN 2022,9:59.41,"Washburn Indoor Athletic Facility, Topeka, KS (USA)"
706,Nicolas GUEZENNEC,07 JUL 2000,FRA,963,1500m,Outdoor,1500 Metres,22 MAY 2021,3:59.93,"Stade de Marville, St-Malo (FRA)"
707,Nicolas GUEZENNEC,07 JUL 2000,FRA,963,1500m,Outdoor,1500 Metres,03 JUL 2022,3:46.10,Redon (FRA)
708,Nicolas GUEZENNEC,07 JUL 2000,FRA,963,1500m,Outdoor,3000 Metres,01 JUL 2017,8:52.46,Dreux (FRA)
709,Nicolas GUEZENNEC,07 JUL 2000,FRA,963,1500m,Outdoor,3000 Metres,24 JUN 2022,8:13.53,"Stade de Penvillers, Quimper (FRA)"
710,Nicolas GUEZENNEC,07 JUL 2000,FRA,963,1500m,Indoor,3000 Metres,09 JAN 2022,8:44.55,"Salle Maryvonne Dupureur, St-Brieuc (FRA)"
711,Ben RUFFING,,USA,963,1500m [Mile],Outdoor,800 Metres,13 APR 2018,1:58.02,"Providence, RI (USA)"
712,Ben RUFFING,,USA,963,1500m [Mile],Outdoor,800 Metres,23 APR 2022,1:52.92,"Geroge C. Griffin Track, Atlanta, GA (USA)"
713,Ben RUFFING,,USA,963,1500m [Mile],Outdoor,1500 Metres,23 MAR 2018,4:01.94,"Jacksonville, FL (USA)"
714,Ben RUFFING,,USA,963,1500m [Mile],Outdoor,1500 Metres,22 MAR 2019,3:59.58,"Jacksonville, FL (USA)"
715,Ben RUFFING,,USA,963,1500m [Mile],Outdoor,1500 Metres,13 MAY 2021,3:53.65,"Paul Derr TF Facility, Raleigh, NC (USA)"
716,Ben RUFFING,,USA,963,1500m [Mile],Outdoor,1500 Metres,22 APR 2022,3:47.44,"Geroge C. Griffin Track, Atlanta, GA (USA)"
717,Ben RUFFING,,USA,963,1500m [Mile],Outdoor,One Mile,12 APR 2019,4:18.87,"Providence, RI (USA)"
718,Ben RUFFING,,USA,963,1500m [Mile],Outdoor,One Mile,05 JUN 2022,4:11.29,"Vanderbilt Track, Nashville, TN (USA)"
719,Ben RUFFING,,USA,963,1500m [Mile],Outdoor,3000 Metres,29 APR 2022,8:17.36,"Vanderbilt Track, Nashville, TN (USA)"
720,Ben RUFFING,,USA,963,1500m [Mile],Outdoor,5000 Metres,24 MAR 2022,14:29.05,"Paul Derr TF Facility, Raleigh, NC (USA)"
721,Ben RUFFING,,USA,963,1500m [Mile],Outdoor,10 Kilometres,15 NOV 2019,30:37,"Buffalo, NY (USA)"
722,Ben RUFFING,,USA,963,1500m [Mile],Indoor,800 Metres,27 JAN 2018,1:56.03,"Boston, MA (USA)"
723,Ben RUFFING,,USA,963,1500m [Mile],Indoor,800 Metres,18 JAN 2019,1:56.10,"Boston, MA (USA)"
724,Ben RUFFING,,USA,963,1500m [Mile],Indoor,1000 Metres,26 DEC 2016,2:34.23,"New York, NY (USA)"
725,Ben RUFFING,,USA,963,1500m [Mile],Indoor,One Mile,02 DEC 2017,4:22.82,"Boston, MA (USA)"
726,Ben RUFFING,,USA,963,1500m [Mile],Indoor,One Mile,09 FEB 2019,4:16.68,"Boston, MA (USA)"
727,Ben RUFFING,,USA,963,1500m [Mile],Indoor,One Mile,18 JAN 2020,4:10.80,"Boston Univ. Track & Tennis Center, Boston, MA (USA)"
728,Ben RUFFING,,USA,963,1500m [Mile],Indoor,One Mile,21 JAN 2022,4:15.71,"Gladstein Fieldhouse Indiana Un., Bloomington, IN (USA)"
729,Ben RUFFING,,USA,963,1500m [Mile],Indoor,3000 Metres,01 FEB 2020,8:20.20,"Boston Univ. Track & Tennis Center, Boston, MA (USA)"
730,Ben RUFFING,,USA,963,1500m [Mile],Indoor,3000 Metres,04 FEB 2022,8:24.49,"Norton Sports Center, Louisville, KY (USA)"
731,Ben RUFFING,,USA,963,1500m [Mile],Indoor,5000 Metres,15 FEB 2020,14:35.06,"Boston Univ. Track & Tennis Center, Boston, MA (USA)"
732,Ben RUFFING,,USA,963,1500m [Mile],Indoor,4x800 Metres Relay,22 JAN 2022,7:46.01,"Gladstein Fieldhouse Indiana Un., Bloomington, IN (USA)"
733,Ben RUFFING,,USA,963,1500m [Mile],Indoor,Distance Medley Relay,24 JAN 2020,9:55.07,"Boston Univ. Track & Tennis Center, Boston, MA (USA)"
734,Ben RUFFING,,USA,963,1500m [Mile],Indoor,Distance Medley Relay,25 FEB 2022,10:01.97,"Liberty Indoor Complex, Lynchburg, VA (USA)"
735,Peter EJERSBO,02 AUG 1995,DEN,963,1500m [1500m ind.],Outdoor,800 Metres,02 SEP 2012,1:59.92,Hvidovre (DEN)
736,Peter EJERSBO,02 AUG 1995,DEN,963,1500m [1500m ind.],Outdoor,800 Metres,08 JUN 2014,1:56.30,Randers (DEN)
737,Peter EJERSBO,02 AUG 1995,DEN,963,1500m [1500m ind.],Outdoor,800 Metres,05 AUG 2015,1:54.59,Copenhagen (DEN)
738,Peter EJERSBO,02 AUG 1995,DEN,963,1500m [1500m ind.],Outdoor,800 Metres,27 AUG 2016,2:02.16,Århus (DEN)
739,Peter EJERSBO,02 AUG 1995,DEN,963,1500m [1500m ind.],Outdoor,800 Metres,20 JUN 2017,1:53.00,København (DEN)
740,Peter EJERSBO,02 AUG 1995,DEN,963,1500m [1500m ind.],Outdoor,800 Metres,26 JUN 2018,1:56.51,Copenhagen (DEN)
741,Peter EJERSBO,02 AUG 1995,DEN,963,1500m [1500m ind.],Outdoor,800 Metres,19 SEP 2020,1:53.54,"Stadion Finsterwalder Str., Reinickendorf, Berlin (GER)"
742,Peter EJERSBO,02 AUG 1995,DEN,963,1500m [1500m ind.],Outdoor,800 Metres,09 JUN 2021,1:55.04,"Stadion Lichterfelde, Berlin (GER)"
743,Peter EJERSBO,02 AUG 1995,DEN,963,1500m [1500m ind.],Outdoor,1500 Metres,31 AUG 2013,4:18.35,Århus (DEN)
744,Peter EJERSBO,02 AUG 1995,DEN,963,1500m [1500m ind.],Outdoor,1500 Metres,30 AUG 2014,3:54.64,Copenhagen (DEN)
745,Peter EJERSBO,02 AUG 1995,DEN,963,1500m [1500m ind.],Outdoor,1500 Metres,29 AUG 2015,3:48.77,Oslo (NOR)
746,Peter EJERSBO,02 AUG 1995,DEN,963,1500m [1500m ind.],Outdoor,1500 Metres,27 AUG 2016,3:48.01,Århus (DEN)
747,Peter EJERSBO,02 AUG 1995,DEN,963,1500m [1500m ind.],Outdoor,1500 Metres,02 SEP 2017,3:47.83,Aalborg (DEN)
748,Peter EJERSBO,02 AUG 1995,DEN,963,1500m [1500m ind.],Outdoor,1500 Metres,25 AUG 2018,3:51.30,Odense (DEN)
749,Peter EJERSBO,02 AUG 1995,DEN,963,1500m [1500m ind.],Outdoor,1500 Metres,13 JUN 2020,3:54.89,Aalborg (DEN)
750,Peter EJERSBO,02 AUG 1995,DEN,963,1500m [1500m ind.],Outdoor,1500 Metres,14 AUG 2021,3:54.09,"Østerbro Stadion, København (DEN)"
751,Peter EJERSBO,02 AUG 1995,DEN,963,1500m [1500m ind.],Outdoor,1500 Metres,16 JUN 2022,3:51.06,"Østerbro Stadion, København (DEN)"
752,Peter EJERSBO,02 AUG 1995,DEN,963,1500m [1500m ind.],Outdoor,3000 Metres,14 AUG 2018,8:14.99,Viborg (DEN)
753,Peter EJERSBO,02 AUG 1995,DEN,963,1500m [1500m ind.],Outdoor,3000 Metres,06 JUN 2020,8:35.1h,"Odense Atletik Stadion, Odense (DEN)"
754,Peter EJERSBO,02 AUG 1995,DEN,963,1500m [1500m ind.],Outdoor,5000 Metres,03 SEP 2017,14:16.08,Aalborg (DEN)
755,Peter EJERSBO,02 AUG 1995,DEN,963,1500m [1500m ind.],Outdoor,5000 Metres,26 AUG 2018,14:32.95,Odense (DEN)
756,Peter EJERSBO,02 AUG 1995,DEN,963,1500m [1500m ind.],Outdoor,5000 Metres,30 JUN 2020,14:43.94,"Østerbro Stadion, København (DEN)"
757,Peter EJERSBO,02 AUG 1995,DEN,963,1500m [1500m ind.],Outdoor,5000 Metres,24 AUG 2021,14:21.32,"Østerbro Stadion, København (DEN)"
758,Peter EJERSBO,02 AUG 1995,DEN,963,1500m [1500m ind.],Outdoor,5000 Metres,02 JUN 2022,14:43.1h,"Viby Idrætspark, Viby (DEN)"
759,Peter EJERSBO,02 AUG 1995,DEN,963,1500m [1500m ind.],Outdoor,5 Kilometres,07 MAR 2021,15:02,Berlin (GER)
760,Peter EJERSBO,02 AUG 1995,DEN,963,1500m [1500m ind.],Outdoor,10 Kilometres,12 MAR 2016,31:53,Middelfart (DEN)
761,Peter EJERSBO,02 AUG 1995,DEN,963,1500m [1500m ind.],Indoor,800 Metres,28 FEB 2016,1:55.15,Skive (DEN)
762,Peter EJERSBO,02 AUG 1995,DEN,963,1500m [1500m ind.],Indoor,800 Metres,17 FEB 2019,1:53.89,Skive (DEN)
763,Peter EJERSBO,02 AUG 1995,DEN,963,1500m [1500m ind.],Indoor,1500 Metres,10 FEB 2015,4:00.1h,Odense (DEN)
764,Peter EJERSBO,02 AUG 1995,DEN,963,1500m [1500m ind.],Indoor,1500 Metres,27 FEB 2016,3:58.95,Skive (DEN)
765,Peter EJERSBO,02 AUG 1995,DEN,963,1500m [1500m ind.],Indoor,1500 Metres,18 JAN 2020,4:00.86,"Spar Nord Arena, Skive (DEN)"
766,Peter EJERSBO,02 AUG 1995,DEN,963,1500m [1500m ind.],Indoor,1500 Metres,26 FEB 2022,3:53.22,"Spar Nord Arena, Skive (DEN)"
767,Peter EJERSBO,02 AUG 1995,DEN,963,1500m [1500m ind.],Indoor,3000 Metres,23 FEB 2020,8:31.54,"Thorvald Ellegaard Arena, Odense (DEN)"
768,Peter EJERSBO,02 AUG 1995,DEN,963,1500m [1500m ind.],Indoor,3000 Metres,27 FEB 2022,8:19.44,"Spar Nord Arena, Skive (DEN)"
769,Patryk MARMON,22 FEB 1997,POL,963,1500m [1500m ind.],Outdoor,800 Metres,13 SEP 2014,1:55.90,Kraków (POL)
770,Patryk MARMON,22 FEB 1997,POL,963,1500m [1500m ind.],Outdoor,800 Metres,16 MAY 2015,1:53.92,Wieliczka (POL)
771,Patryk MARMON,22 FEB 1997,POL,963,1500m [1500m ind.],Outdoor,800 Metres,04 JUN 2016,1:54.17,Uherské Hradiste (CZE)
772,Patryk MARMON,22 FEB 1997,POL,963,1500m [1500m ind.],Outdoor,800 Metres,18 JUN 2017,1:51.46,Wrocław (POL)
773,Patryk MARMON,22 FEB 1997,POL,963,1500m [1500m ind.],Outdoor,800 Metres,10 JUN 2018,1:53.01,Kraków (POL)
774,Patryk MARMON,22 FEB 1997,POL,963,1500m [1500m ind.],Outdoor,800 Metres,01 SEP 2019,1:52.29,"Stadion AWF, Kraków (POL)"
775,Patryk MARMON,22 FEB 1997,POL,963,1500m [1500m ind.],Outdoor,800 Metres,23 AUG 2020,1:54.60,"Stadion AWF, Kraków (POL)"
776,Patryk MARMON,22 FEB 1997,POL,963,1500m [1500m ind.],Outdoor,800 Metres,06 JUN 2021,1:53.84,"Stadion TOSiR, Tarnów (POL)"
777,Patryk MARMON,22 FEB 1997,POL,963,1500m [1500m ind.],Outdoor,800 Metres,26 JUN 2022,1:52.21,"Stadion AWF, Kraków (POL)"
778,Patryk MARMON,22 FEB 1997,POL,963,1500m [1500m ind.],Outdoor,1000 Metres,03 MAY 2015,2:28.11,Bielsko-Biala (POL)
779,Patryk MARMON,22 FEB 1997,POL,963,1500m [1500m ind.],Outdoor,1500 Metres,21 JUN 2014,4:05.36,Kraków (POL)
780,Patryk MARMON,22 FEB 1997,POL,963,1500m [1500m ind.],Outdoor,1500 Metres,13 JUN 2015,3:53.35,Kraków (POL)
781,Patryk MARMON,22 FEB 1997,POL,963,1500m [1500m ind.],Outdoor,1500 Metres,17 JUN 2016,3:52.67,Wrocław (POL)
782,Patryk MARMON,22 FEB 1997,POL,963,1500m [1500m ind.],Outdoor,1500 Metres,14 JUN 2017,3:49.72,Gdansk (POL)
783,Patryk MARMON,22 FEB 1997,POL,963,1500m [1500m ind.],Outdoor,1500 Metres,16 JUN 2018,3:50.29,Gdansk (POL)
784,Patryk MARMON,22 FEB 1997,POL,963,1500m [1500m ind.],Outdoor,1500 Metres,08 JUN 2019,3:50.70,Gdansk (POL)
785,Patryk MARMON,22 FEB 1997,POL,963,1500m [1500m ind.],Outdoor,1500 Metres,14 SEP 2020,3:57.33,"Akademicki Związek Sportowy, Łódź (POL)"
786,Patryk MARMON,22 FEB 1997,POL,963,1500m [1500m ind.],Outdoor,1500 Metres,05 JUN 2021,3:57.33,"Stadion Miejski, Piaseczno (POL)"
787,Patryk MARMON,22 FEB 1997,POL,963,1500m [1500m ind.],Outdoor,1500 Metres,18 JUN 2022,3:50.49,"Stadion AWF Warszawa, Warszawa (POL)"
788,Patryk MARMON,22 FEB 1997,POL,963,1500m [1500m ind.],Outdoor,3000 Metres,28 JUN 2015,8:44.61,Biala Podlaska (POL)
789,Patryk MARMON,22 FEB 1997,POL,963,1500m [1500m ind.],Outdoor,3000 Metres,01 JUL 2016,8:28.47,Suwalki (POL)
790,Patryk MARMON,22 FEB 1997,POL,963,1500m [1500m ind.],Outdoor,3000 Metres,26 AUG 2017,8:31.81,Czestochowa (POL)
791,Patryk MARMON,22 FEB 1997,POL,963,1500m [1500m ind.],Outdoor,3000 Metres,16 JUN 2019,8:41.76,"Stadion Śląski, Chorzów (POL)"
